Shipment ID,Origin,Destination,Shipment Date,Estimated Delivery Date,Actual Delivery Date,Shipment Status,Carrier Name,Mode of Transportation,Product ID,Product Name,Weight (kg),Dimensions (LxWxH cm),Special Handling Instructions,Customer ID,Customer Region,Preferred Delivery Times,Cat ID,Cat Name,Breed,Age (Years),Health Certificate Status,Behavioral Notes,Route ID,Intermediate Stops,Distance Covered (km),Delay Reasons,Cost of Shipment (PHP),Carbon Emissions (kg CO2)
SHP-PH1324,Shelter Quezon City,Cat Café Manila,2024-11-11,2024-11-03,2024-11-24,Delayed,J&T Express,Air,LIVE-CAT-004,Live Cat,4.0,35x35x35,Handle with Care,CUST-PH1324,Metro Manila,Afternoon,CAT-PH1324,Mittens,Siamese,4,Up-to-date,Playful,RT-PH1324,Clark Airport,1181,None,1685,58
SHP-PH1325,Warehouse Bacolod,Cat Café Makati,2024-11-29,2024-11-17,2024-11-25,Delayed,Grab Pet Transport,Road,LIVE-CAT-004,Live Cat,4.0,35x35x35,Handle with Care,CUST-PH1325,Metro Manila,Afternoon,CAT-PH1325,Pusa,Maine Coon,3,Up-to-date,Playful,RT-PH1325,Clark Airport,264,Traffic,1290,59
SHP-PH1326,Shelter Manila,Customer Home Pasig,2024-11-28,2024-11-06,2024-11-14,Delayed,J&T Express,Air,LIVE-CAT-004,Live Cat,4.0,35x35x35,Live Animal,CUST-PH1326,Iloilo,Morning,CAT-PH1326,Muning,Puspin,4,Up-to-date,Shy,RT-PH1326,"Makati, Taguig",1348,Weather,1671,66
SHP-PH1327,Warehouse Bacolod,Customer Home Davao,2024-11-10,2024-11-30,2024-11-17,Delayed,Grab Pet Transport,Road,LIVE-CAT-004,Live Cat,4.0,35x35x35,None,CUST-PH1327,Iloilo,Afternoon,CAT-PH1327,Pusa,Puspin,2,Up-to-date,Playful,RT-PH1327,"Makati, Taguig",732,None,1110,54
SHP-PH1328,Warehouse Bacolod,Cat Café Makati,2024-11-25,2024-11-09,2024-11-02,In-transit,Grab Pet Transport,Road,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,Keep Dry,CUST-PH1328,Cebu,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1328,Cebu City Airport,708,Customs,641,14
SHP-PH1329,Shelter Manila,Customer Home Pasig,2024-11-12,2024-11-27,2024-11-04,Delivered,Pet Express,Road,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,None,CUST-PH1329,Cebu,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1329,"Makati, Taguig",933,None,910,13
SHP-PH1330,Shelter Manila,Cat Café Cebu,2024-11-10,2024-11-27,2024-11-16,Delivered,PawLogistics,Road,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,None,CUST-PH1330,Metro Manila,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1330,Cebu City Airport,305,Traffic,1449,76
SHP-PH1331,Pet Store Davao,Cat Café Manila,2024-11-07,2024-11-08,2024-11-22,In-transit,Grab Pet Transport,Road,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Handle with Care,CUST-PH1331,Iloilo,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1331,"Naga, Talisay",1389,None,1074,56
SHP-PH1332,Pet Store Davao,Cat Café Cebu,2024-11-29,2024-11-15,2024-11-06,In-transit,LBC Express,Road,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Keep Dry,CUST-PH1332,Davao,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1332,Cebu City Airport,1135,Traffic,500,73
SHP-PH1333,Warehouse Bacolod,Customer Home Davao,2024-11-20,2024-11-08,2024-11-08,Delivered,Pet Express,Air,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Fragile,CUST-PH1333,Metro Manila,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1333,Clark Airport,1221,Traffic,1740,23
SHP-PH1334,Pet Store Davao,Cat Café Cebu,2024-11-13,2024-11-29,2024-11-22,Delivered,PawLogistics,Road,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Handle with Care,CUST-PH1334,Bacolod,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1334,Davao City Hub,792,Traffic,466,20
SHP-PH1335,Shelter Manila,Cat Café Cebu,2024-11-02,2024-11-10,2024-11-16,Delayed,PawLogistics,Air,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,Fragile,CUST-PH1335,Iloilo,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1335,Clark Airport,1367,Customs,426,71
SHP-PH1336,Pet Store Davao,Cat Café Makati,2024-11-23,2024-11-25,2024-11-18,In-transit,J&T Express,Air,CAT-LIT-003,Cat Litter,8.0,45x35x25,Handle with Care,CUST-PH1336,Cebu,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1336,Cebu City Airport,1375,Weather,976,3
SHP-PH1337,Shelter Manila,Cat Café Cebu,2024-11-21,2024-11-29,2024-11-26,Delivered,Pet Express,Air,LIVE-CAT-004,Live Cat,4.0,35x35x35,Fragile,CUST-PH1337,Metro Manila,Evening,CAT-PH1337,Mittens,Siamese,2,Up-to-date,Shy,RT-PH1337,Davao City Hub,1241,Weather,1409,62
SHP-PH1338,Warehouse Cebu,Customer Home Davao,2024-11-17,2024-11-04,2024-11-14,Delivered,PawLogistics,Air,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Handle with Care,CUST-PH1338,Bacolod,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1338,Clark Airport,1239,Technical Issue,563,89
SHP-PH1339,Shelter Quezon City,Cat Café Cebu,2024-11-03,2024-11-26,2024-11-30,Delayed,J&T Express,Air,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Live Animal,CUST-PH1339,Davao,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1339,Davao City Hub,203,Traffic,516,50
SHP-PH1340,Shelter Quezon City,Cat Café Makati,2024-11-08,2024-11-04,2024-11-25,Delivered,LBC Express,Road,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,None,CUST-PH1340,Bacolod,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1340,Davao City Hub,760,Customs,455,46
SHP-PH1341,Shelter Quezon City,Cat Café Makati,2024-11-16,2024-11-07,2024-11-10,Delivered,LBC Express,Road,LIVE-CAT-004,Live Cat,4.0,35x35x35,Keep Dry,CUST-PH1341,Metro Manila,Morning,CAT-PH1341,Bunso,Maine Coon,5,Up-to-date,Calm,RT-PH1341,"Naga, Talisay",1129,None,1278,24
SHP-PH1342,Shelter Manila,Customer Home Davao,2024-11-18,2024-11-30,2024-11-07,In-transit,PawLogistics,Road,CAT-LIT-003,Cat Litter,8.0,45x35x25,Live Animal,CUST-PH1342,Cebu,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1342,"Makati, Taguig",1266,None,921,18
SHP-PH1343,Warehouse Bacolod,Cat Café Cebu,2024-11-04,2024-11-03,2024-11-03,In-transit,Grab Pet Transport,Road,LIVE-CAT-004,Live Cat,4.0,35x35x35,None,CUST-PH1343,Bacolod,Morning,CAT-PH1343,Mittens,Persian,2,Up-to-date,Calm,RT-PH1343,"Naga, Talisay",426,None,989,96
SHP-PH1344,Warehouse Cebu,Customer Home Pasig,2024-11-30,2024-11-24,2024-11-22,Delivered,Grab Pet Transport,Road,CAT-LIT-003,Cat Litter,8.0,45x35x25,Keep Dry,CUST-PH1344,Bacolod,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1344,Clark Airport,138,Customs,886,41
SHP-PH1345,Shelter Quezon City,Cat Café Manila,2024-11-28,2024-11-28,2024-11-24,In-transit,Grab Pet Transport,Road,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,None,CUST-PH1345,Cebu,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1345,Cebu City Airport,469,Technical Issue,332,88
SHP-PH1346,Shelter Quezon City,Customer Home Davao,2024-11-08,2024-11-02,2024-11-10,In-transit,Grab Pet Transport,Road,LIVE-CAT-004,Live Cat,4.0,35x35x35,Handle with Care,CUST-PH1346,Bacolod,Afternoon,CAT-PH1346,Muning,Puspin,2,Up-to-date,Playful,RT-PH1346,"Makati, Taguig",1260,Traffic,701,6
SHP-PH1347,Warehouse Bacolod,Cat Café Manila,2024-11-13,2024-11-13,2024-11-29,Delivered,Pet Express,Road,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Fragile,CUST-PH1347,Bacolod,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1347,Cebu City Airport,368,Weather,1400,9
SHP-PH1348,Shelter Quezon City,Cat Café Cebu,2024-11-06,2024-11-06,2024-11-18,In-transit,Grab Pet Transport,Road,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,Keep Dry,CUST-PH1348,Bacolod,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1348,"Makati, Taguig",1090,Customs,1152,72
SHP-PH1349,Shelter Manila,Cat Café Makati,2024-11-20,2024-11-15,2024-11-24,Delivered,Pet Express,Air,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Live Animal,CUST-PH1349,Cebu,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1349,Clark Airport,1014,Technical Issue,1393,44
SHP-PH1350,Warehouse Bacolod,Customer Home Pasig,2024-11-19,2024-11-04,2024-11-11,Delivered,Grab Pet Transport,Air,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,Handle with Care,CUST-PH1350,Davao,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1350,Clark Airport,950,Customs,489,12
SHP-PH1351,Pet Store Davao,Cat Café Manila,2024-11-21,2024-11-23,2024-11-03,Delivered,J&T Express,Air,CAT-LIT-003,Cat Litter,8.0,45x35x25,Handle with Care,CUST-PH1351,Cebu,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1351,Clark Airport,1174,Weather,1119,1
SHP-PH1352,Pet Store Davao,Cat Café Manila,2024-11-12,2024-11-27,2024-11-19,In-transit,Pet Express,Air,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,Handle with Care,CUST-PH1352,Metro Manila,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1352,Davao City Hub,1418,Customs,1352,4
SHP-PH1353,Warehouse Bacolod,Cat Café Manila,2024-11-04,2024-11-30,2024-11-07,Delivered,J&T Express,Air,CAT-LIT-003,Cat Litter,8.0,45x35x25,Fragile,CUST-PH1353,Davao,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1353,"Makati, Taguig",409,Traffic,485,13
SHP-PH1354,Warehouse Cebu,Customer Home Pasig,2024-11-26,2024-11-19,2024-11-07,In-transit,PawLogistics,Road,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,Fragile,CUST-PH1354,Bacolod,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1354,Clark Airport,666,Weather,1852,60
SHP-PH1355,Shelter Manila,Customer Home Pasig,2024-11-09,2024-11-12,2024-11-29,Delayed,PawLogistics,Air,CAT-LIT-003,Cat Litter,8.0,45x35x25,Keep Dry,CUST-PH1355,Cebu,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1355,Cebu City Airport,551,Weather,1845,64
SHP-PH1356,Pet Store Davao,Customer Home Davao,2024-11-20,2024-11-25,2024-11-25,In-transit,Grab Pet Transport,Air,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,None,CUST-PH1356,Bacolod,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1356,Davao City Hub,1203,None,1340,81
SHP-PH1357,Warehouse Cebu,Cat Café Manila,2024-11-20,2024-11-09,2024-11-08,Delayed,J&T Express,Air,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,Keep Dry,CUST-PH1357,Davao,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1357,Davao City Hub,1485,Technical Issue,1391,14
SHP-PH1358,Shelter Manila,Cat Café Manila,2024-11-16,2024-11-26,2024-11-02,Delivered,LBC Express,Air,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Live Animal,CUST-PH1358,Bacolod,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1358,"Makati, Taguig",412,Technical Issue,1014,52
SHP-PH1359,Shelter Manila,Customer Home Davao,2024-11-19,2024-11-25,2024-11-02,Delayed,Grab Pet Transport,Air,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,Handle with Care,CUST-PH1359,Cebu,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1359,"Naga, Talisay",1327,Customs,858,16
SHP-PH1360,Warehouse Cebu,Cat Café Cebu,2024-11-09,2024-11-21,2024-11-28,In-transit,Pet Express,Road,LIVE-CAT-004,Live Cat,4.0,35x35x35,Fragile,CUST-PH1360,Bacolod,Morning,CAT-PH1360,Muning,Persian,3,Up-to-date,Shy,RT-PH1360,"Makati, Taguig",914,Technical Issue,1437,80
SHP-PH1361,Pet Store Davao,Customer Home Pasig,2024-11-10,2024-11-25,2024-11-03,In-transit,Pet Express,Air,CAT-LIT-003,Cat Litter,8.0,45x35x25,None,CUST-PH1361,Metro Manila,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1361,Clark Airport,778,Technical Issue,829,87
SHP-PH1362,Shelter Quezon City,Cat Café Makati,2024-11-28,2024-11-30,2024-11-11,Delivered,Grab Pet Transport,Air,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,Handle with Care,CUST-PH1362,Davao,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1362,"Makati, Taguig",16,Traffic,522,17
SHP-PH1363,Warehouse Bacolod,Cat Café Manila,2024-11-20,2024-11-17,2024-11-08,In-transit,PawLogistics,Air,CAT-TOY-001,Catnip Toy,0.3,12x6x6,None,CUST-PH1363,Cebu,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1363,Davao City Hub,1397,Traffic,1588,67
SHP-PH1364,Warehouse Cebu,Customer Home Davao,2024-11-19,2024-11-12,2024-11-05,Delivered,Grab Pet Transport,Road,CAT-LIT-003,Cat Litter,8.0,45x35x25,Handle with Care,CUST-PH1364,Cebu,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1364,Davao City Hub,232,Traffic,1950,61
SHP-PH1365,Warehouse Bacolod,Cat Café Manila,2024-11-06,2024-11-16,2024-11-06,Delayed,LBC Express,Air,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Keep Dry,CUST-PH1365,Bacolod,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1365,Davao City Hub,1451,None,880,94
SHP-PH1366,Warehouse Bacolod,Cat Café Manila,2024-11-17,2024-11-14,2024-11-05,Delivered,J&T Express,Air,CAT-LIT-003,Cat Litter,8.0,45x35x25,Handle with Care,CUST-PH1366,Davao,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1366,"Makati, Taguig",1410,Customs,376,33
SHP-PH1367,Shelter Quezon City,Customer Home Davao,2024-11-18,2024-11-05,2024-11-20,Delivered,PawLogistics,Air,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,Fragile,CUST-PH1367,Metro Manila,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1367,Clark Airport,1448,Customs,958,38
SHP-PH1368,Warehouse Cebu,Cat Café Manila,2024-11-24,2024-11-19,2024-11-09,Delivered,PawLogistics,Road,CAT-LIT-003,Cat Litter,8.0,45x35x25,Handle with Care,CUST-PH1368,Cebu,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1368,Cebu City Airport,1448,Weather,1870,92
SHP-PH1369,Shelter Quezon City,Customer Home Pasig,2024-11-25,2024-11-25,2024-11-29,Delayed,Grab Pet Transport,Road,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Fragile,CUST-PH1369,Cebu,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1369,"Makati, Taguig",968,Traffic,308,6
SHP-PH1370,Shelter Manila,Cat Café Makati,2024-11-05,2024-11-03,2024-11-14,Delivered,Pet Express,Air,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,Keep Dry,CUST-PH1370,Metro Manila,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1370,"Makati, Taguig",575,Traffic,1209,84
SHP-PH1371,Shelter Quezon City,Cat Café Cebu,2024-11-24,2024-11-12,2024-11-16,In-transit,LBC Express,Road,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,Handle with Care,CUST-PH1371,Iloilo,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1371,"Makati, Taguig",891,None,1525,61
SHP-PH1372,Warehouse Bacolod,Customer Home Davao,2024-11-29,2024-11-29,2024-11-16,Delayed,J&T Express,Air,CAT-LIT-003,Cat Litter,8.0,45x35x25,Fragile,CUST-PH1372,Metro Manila,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1372,Clark Airport,1491,Customs,768,31
SHP-PH1373,Pet Store Davao,Cat Café Manila,2024-11-07,2024-11-29,2024-11-13,In-transit,LBC Express,Air,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Live Animal,CUST-PH1373,Iloilo,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1373,Clark Airport,652,Customs,647,15
SHP-PH1374,Warehouse Cebu,Cat Café Makati,2024-11-08,2024-11-18,2024-11-02,Delivered,J&T Express,Air,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,Fragile,CUST-PH1374,Davao,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1374,Clark Airport,1042,Weather,901,35
SHP-PH1375,Shelter Manila,Cat Café Cebu,2024-11-26,2024-11-05,2024-11-20,Delayed,J&T Express,Road,CAT-LIT-003,Cat Litter,8.0,45x35x25,None,CUST-PH1375,Davao,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1375,Cebu City Airport,845,None,559,55
SHP-PH1376,Shelter Manila,Cat Café Makati,2024-11-11,2024-11-17,2024-11-06,Delayed,Grab Pet Transport,Road,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,Keep Dry,CUST-PH1376,Davao,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1376,"Makati, Taguig",466,Weather,1439,30
SHP-PH1377,Warehouse Bacolod,Cat Café Manila,2024-11-01,2024-11-13,2024-11-19,Delayed,J&T Express,Road,LIVE-CAT-004,Live Cat,4.0,35x35x35,None,CUST-PH1377,Metro Manila,Afternoon,CAT-PH1377,Muning,Persian,1,Up-to-date,Shy,RT-PH1377,"Naga, Talisay",1264,Customs,1811,98
SHP-PH1378,Warehouse Bacolod,Cat Café Cebu,2024-11-06,2024-11-25,2024-11-27,Delayed,Grab Pet Transport,Air,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,None,CUST-PH1378,Cebu,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1378,Clark Airport,1470,Customs,1631,16
SHP-PH1379,Warehouse Bacolod,Cat Café Makati,2024-11-20,2024-11-02,2024-11-26,Delivered,Pet Express,Road,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,Keep Dry,CUST-PH1379,Iloilo,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1379,Clark Airport,383,Technical Issue,908,9
SHP-PH1380,Shelter Quezon City,Cat Café Cebu,2024-11-26,2024-11-15,2024-11-25,In-transit,Pet Express,Road,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,None,CUST-PH1380,Davao,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1380,Clark Airport,936,None,1444,28
SHP-PH1381,Pet Store Davao,Customer Home Davao,2024-11-24,2024-11-13,2024-11-12,Delayed,Grab Pet Transport,Air,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Fragile,CUST-PH1381,Cebu,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1381,"Makati, Taguig",1115,None,1162,27
SHP-PH1382,Warehouse Bacolod,Cat Café Cebu,2024-11-09,2024-11-23,2024-11-27,In-transit,Pet Express,Air,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,Keep Dry,CUST-PH1382,Bacolod,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1382,Cebu City Airport,310,None,390,52
SHP-PH1383,Warehouse Bacolod,Customer Home Pasig,2024-11-29,2024-11-29,2024-11-29,Delivered,Grab Pet Transport,Air,CAT-LIT-003,Cat Litter,8.0,45x35x25,Live Animal,CUST-PH1383,Bacolod,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1383,"Makati, Taguig",1413,Weather,1605,69
SHP-PH1384,Warehouse Bacolod,Cat Café Cebu,2024-11-24,2024-11-16,2024-11-26,In-transit,PawLogistics,Air,CAT-LIT-003,Cat Litter,8.0,45x35x25,Handle with Care,CUST-PH1384,Davao,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1384,Cebu City Airport,238,Traffic,1352,26
SHP-PH1385,Warehouse Cebu,Customer Home Davao,2024-11-15,2024-11-05,2024-11-24,Delivered,PawLogistics,Road,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,Handle with Care,CUST-PH1385,Iloilo,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1385,Clark Airport,1172,Traffic,1591,42
SHP-PH1386,Warehouse Bacolod,Customer Home Pasig,2024-11-04,2024-11-15,2024-11-22,Delayed,Pet Express,Road,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,Live Animal,CUST-PH1386,Davao,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1386,Clark Airport,66,Technical Issue,567,15
SHP-PH1387,Pet Store Davao,Cat Café Makati,2024-11-03,2024-11-22,2024-11-15,Delayed,J&T Express,Air,LIVE-CAT-004,Live Cat,4.0,35x35x35,Fragile,CUST-PH1387,Davao,Afternoon,CAT-PH1387,Pusa,Persian,5,Up-to-date,Calm,RT-PH1387,Davao City Hub,1096,None,332,16
SHP-PH1388,Shelter Quezon City,Cat Café Manila,2024-11-10,2024-11-27,2024-11-29,Delayed,J&T Express,Road,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Keep Dry,CUST-PH1388,Davao,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1388,Cebu City Airport,28,Traffic,652,99
SHP-PH1389,Shelter Manila,Cat Café Makati,2024-11-26,2024-11-15,2024-11-23,In-transit,Pet Express,Air,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,Fragile,CUST-PH1389,Metro Manila,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1389,"Naga, Talisay",1370,None,337,33
SHP-PH1390,Warehouse Cebu,Cat Café Manila,2024-11-25,2024-11-04,2024-11-21,In-transit,Grab Pet Transport,Road,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,Live Animal,CUST-PH1390,Iloilo,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1390,Davao City Hub,879,Weather,343,94
SHP-PH1391,Warehouse Bacolod,Customer Home Davao,2024-11-22,2024-11-24,2024-11-19,In-transit,Pet Express,Air,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,Handle with Care,CUST-PH1391,Davao,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1391,Cebu City Airport,710,None,1481,6
SHP-PH1392,Pet Store Davao,Cat Café Makati,2024-11-30,2024-11-30,2024-11-30,Delivered,Pet Express,Air,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,Handle with Care,CUST-PH1392,Iloilo,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1392,Clark Airport,807,None,1984,45
SHP-PH1393,Warehouse Bacolod,Cat Café Makati,2024-11-21,2024-11-17,2024-11-20,Delayed,J&T Express,Road,CAT-TOY-001,Catnip Toy,0.3,12x6x6,None,CUST-PH1393,Cebu,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1393,"Naga, Talisay",502,Customs,1189,100
SHP-PH1394,Shelter Quezon City,Cat Café Makati,2024-11-19,2024-11-07,2024-11-23,In-transit,PawLogistics,Air,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,Live Animal,CUST-PH1394,Metro Manila,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1394,"Makati, Taguig",965,Customs,1649,10
SHP-PH1395,Warehouse Cebu,Customer Home Pasig,2024-11-30,2024-11-26,2024-11-06,Delivered,PawLogistics,Air,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,Handle with Care,CUST-PH1395,Davao,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1395,Cebu City Airport,1365,Customs,494,60
SHP-PH1396,Shelter Quezon City,Cat Café Makati,2024-11-17,2024-11-19,2024-11-02,Delayed,J&T Express,Air,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,Keep Dry,CUST-PH1396,Bacolod,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1396,Cebu City Airport,679,Weather,1018,35
SHP-PH1397,Shelter Manila,Cat Café Makati,2024-11-15,2024-11-07,2024-11-30,Delayed,Grab Pet Transport,Air,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,Fragile,CUST-PH1397,Cebu,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1397,Cebu City Airport,1166,Traffic,669,63
SHP-PH1398,Warehouse Cebu,Cat Café Manila,2024-11-25,2024-11-02,2024-11-03,Delivered,J&T Express,Road,LIVE-CAT-004,Live Cat,4.0,35x35x35,Live Animal,CUST-PH1398,Davao,Evening,CAT-PH1398,Muning,Siamese,3,Up-to-date,Calm,RT-PH1398,Davao City Hub,1273,Weather,1568,25
SHP-PH1399,Pet Store Davao,Cat Café Manila,2024-11-10,2024-11-08,2024-11-04,Delayed,Pet Express,Air,LIVE-CAT-004,Live Cat,4.0,35x35x35,None,CUST-PH1399,Cebu,Evening,CAT-PH1399,Pusa,Maine Coon,2,Up-to-date,Calm,RT-PH1399,"Naga, Talisay",711,Technical Issue,1617,83
SHP-PH1400,Shelter Quezon City,Customer Home Davao,2024-11-19,2024-11-07,2024-11-09,Delayed,PawLogistics,Air,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,Keep Dry,CUST-PH1400,Bacolod,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1400,"Naga, Talisay",525,Traffic,939,40
SHP-PH1401,Warehouse Cebu,Cat Café Manila,2024-11-14,2024-11-05,2024-11-28,Delivered,Grab Pet Transport,Road,LIVE-CAT-004,Live Cat,4.0,35x35x35,Live Animal,CUST-PH1401,Bacolod,Evening,CAT-PH1401,Muning,Persian,2,Up-to-date,Playful,RT-PH1401,"Makati, Taguig",1393,Technical Issue,381,66
SHP-PH1402,Warehouse Bacolod,Customer Home Pasig,2024-11-02,2024-11-30,2024-11-03,Delayed,LBC Express,Road,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,Handle with Care,CUST-PH1402,Iloilo,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1402,Davao City Hub,520,None,1712,84
SHP-PH1403,Warehouse Bacolod,Customer Home Davao,2024-11-09,2024-11-28,2024-11-19,Delivered,PawLogistics,Air,LIVE-CAT-004,Live Cat,4.0,35x35x35,Keep Dry,CUST-PH1403,Metro Manila,Afternoon,CAT-PH1403,Muning,Maine Coon,4,Up-to-date,Shy,RT-PH1403,Davao City Hub,1151,Customs,340,3
